scenario_id,scenario,source_inp,true_detect,pred_detect,detect_correct,true_pipe,pred_pipe,pipe_correct,true_pos,pred_pos,pos_error,true_size,tp_pipe,fp_pipe,fn_pipe,tp_pos,fp_pos,fn_pos
1,scenario_00001,base3.inp,0,0,1,-1,2,0,-1.0,0.5009,,none,0,0,0,0,0,0
2,scenario_00002,base3.inp,0,1,0,-1,4,0,-1.0,0.5552,,none,0,0,0,0,0,0
3,scenario_00003,base3.inp,0,1,0,-1,4,0,-1.0,0.5725,,none,0,0,0,0,0,0
4,scenario_00004,base3.inp,0,1,0,-1,3,0,-1.0,0.423,,none,0,0,0,0,0,0
5,scenario_00005,base3.inp,0,0,1,-1,2,0,-1.0,0.4505,,none,0,0,0,0,0,0
6,scenario_00006,base3.inp,0,1,0,-1,2,0,-1.0,0.5231,,none,0,0,0,0,0,0
7,scenario_00007,base3.inp,0,0,1,-1,2,0,-1.0,0.482,,none,0,0,0,0,0,0
8,scenario_00008,base3.inp,0,1,0,-1,3,0,-1.0,0.5051,,none,0,0,0,0,0,0
9,scenario_00009,base3.inp,0,0,1,-1,2,0,-1.0,0.4864,,none,0,0,0,0,0,0
10,scenario_00010,base3.inp,0,1,0,-1,2,0,-1.0,0.5803,,none,0,0,0,0,0,0
11,scenario_00011,base3.inp,0,0,1,-1,2,0,-1.0,0.4921,,none,0,0,0,0,0,0
12,scenario_00012,base3.inp,0,1,0,-1,4,0,-1.0,0.5331,,none,0,0,0,0,0,0
13,scenario_00013,base3.inp,0,0,1,-1,2,0,-1.0,0.4589,,none,0,0,0,0,0,0
14,scenario_00014,base3.inp,0,0,1,-1,2,0,-1.0,0.5608,,none,0,0,0,0,0,0
15,scenario_00015,base3.inp,0,0,1,-1,3,0,-1.0,0.4731,,none,0,0,0,0,0,0
16,scenario_00016,base3.inp,0,1,0,-1,2,0,-1.0,0.602,,none,0,0,0,0,0,0
17,scenario_00017,base3.inp,0,0,1,-1,2,0,-1.0,0.4931,,none,0,0,0,0,0,0
18,scenario_00018,base3.inp,0,1,0,-1,2,0,-1.0,0.5272,,none,0,0,0,0,0,0
19,scenario_00019,base3.inp,0,0,1,-1,2,0,-1.0,0.5714,,none,0,0,0,0,0,0
20,scenario_00020,base3.inp,0,1,0,-1,3,0,-1.0,0.4739,,none,0,0,0,0,0,0
21,scenario_00021,base3.inp,0,0,1,-1,2,0,-1.0,0.5158,,none,0,0,0,0,0,0
22,scenario_00022,base3.inp,0,0,1,-1,2,0,-1.0,0.5645,,none,0,0,0,0,0,0
23,scenario_00023,base3.inp,0,0,1,-1,5,0,-1.0,0.5174,,none,0,0,0,0,0,0
24,scenario_00024,base3.inp,0,0,1,-1,2,0,-1.0,0.5207,,none,0,0,0,0,0,0
25,scenario_00025,base3.inp,0,0,1,-1,2,0,-1.0,0.482,,none,0,0,0,0,0,0
26,scenario_00026,base3.inp,0,1,0,-1,2,0,-1.0,0.5327,,none,0,0,0,0,0,0
